description,product_id
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Born Mark Kurtis""]",KRTE82ASGB4VKFUS
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Cenizas Kurtis""]",KRTE39Q4GVHFHWZV
"[""Computers >> Laptop Accessories >> Batteries >> Scomp Batteries""]",ACCDWGG3HSCGUN9V
"[""Computers >> Laptop Accessories >> Batteries >> Lapguard Batteries""]","ACCDVDC8S5JWEE6X, ACCDSY8ESXF9AUHY, ACCDX8ZUEWUKFHHQ, ACCDX8ZT97AVKURV, ACCDVPGKY3GBDB5P, ACCDY6HY6THFGGV8, ACCDY6GWDTT9TMNY, ACCDX8ZWFQUEPHPU, ACCDY6GYCSJ2UTHY, ACCDX8ZU3GT4AGT3, ACCDX8ZUGJDYYJ43, ACCDX8ZT6GGZDFHX, ACCDX8ZWQFTTGZYK, ACCDX8ZVV2RCNYCY, ACCDX8ZUCDGVWWWB, ACCDY6GXEZDPDUCA, ACCDX8ZWQKAHKXCM, ACCDX8ZTH89YR2ZF, ACCDQDYBYVQZNHCH, ACCDQDYBQZPEEXTY, ACCDQDYBUGDKDYJS, ACCDQDYBPHVQ9EFC, ACCDQDYBHJGAG4NQ, ACCDQDYBDNZRPMSW, ACCDQDYBQ7YH7EF5, ACCDQDYBZEQG6HPZ, ACCDQDYBYCX69WHA, ACCDQDYBNKEVMMCU, ACCDQDYBXJ9HZF37, ACCDQDYBKTC6G9GH, ACCDQDYBMZDHCNRA"
"[""Sports & Fitness >> Track & Field >> Storm Track & Field""]",SDTEDF2ZHHHGG4CT
"[""Computers >> Laptop Accessories >> Batteries >> Rega IT Batteries""]","ACCDXFPFTPKVGRQZ, ACCDXFPYT58AGGAF, ACCDXFZXSFTHCQCR, ACCDXFPYVJCMFGET, ACCDXFPYHYPFXGCY, ACCDXFPYCSFXCJU4, ACCDXFPFEDJCKQJ3, ACCDXFPFH66QGGR2, ACCDXFP22ZWFQX7R, ACCDXFP2HFYAWDBT, ACCDXFPF4KZFGJEF, ACCDXFPYAGWPT5WZ, ACCDXFZXH75VJZE8, ACCDXFZXGQTBTM6N"
"[""Computers >> Laptop Accessories >> Batteries >> Clublaptop Batteries""]","ACCDWG6GYCXXABPZ, ACCDXFFDW2X8MRFF, ACCDPDJVGNGNX7QE"
"[""Computers >> Laptop Accessories >> Batteries >> HP Batteries""]","ACCDSY8EGJPW7RJB, ACCDSY8E3XGY8UFZ, ACCDSY8EYJ6PTNGT, ACCDSY8EYXYYYYVK, ACCDSY8ERUYRYSUA, ACCDSY8EDTGSEZD5, ACCDSY8EAED5TGZY, ACCDSY8EMKXZM8EW, ACCDSY8EHHF5TSKC, ACCDSY8EHJF6GRMG"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> In-Trend Kurtis""]",KRTE7X8NADSVDEET
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Simply Sapnaa's Kurtis""]",KRTECAVZHVTGR2YV
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Tissu Kurtis""]",KRTEFG6MGMW4FQXF
"[""Computers >> Laptop Accessories >> Batteries >> ARB Batteries""]","ACCDX9Y3ZR9EUGXJ, ACCE6YRAHZCTEFXH, ACCDX9Y48Z8Y5XNG, ACCDX9Y62ETH4WGB, ACCDY6GTHNEAPHM3, ACCDX9Y48HVQYFEK, ACCDY6GVZYHGRRPP, ACCDY6GSECHXANDS, ACCDX9Y3MJET7BHY"
"[""Computers >> Laptop Accessories >> Batteries >> DGB Batteries""]",ACCDSUZJGMZD9FHZ
"[""Sports & Fitness >> Track & Field >> Amscan Track & Field""]","WTDEDGHHBXMZB2HG, WTDEDGHHFSDQXYGD, WTDEDGJYYAHGZXKE, WTDEDGHHGDEPSSRR"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Menka Kurtis""]",KRTECZHGC97Y3DGK
"[""Computers >> Laptop Accessories >> Batteries >> 4D Batteries""]","ACCE558KTS5PCGMF, ACCE558KZHEPZYMG, ACCEF3Z2XMEEJVWE, ACCE558K8QZGMAHM, ACCEF3ZFTEZNYMHF"
"[""Computers >> Laptop Accessories >> Batteries >> Nova Batteries""]",ACCE8FG4JHHCTJDY
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Beverly Hills Polo Club Tunics""]",TUNE5Y75EKJKWVRM
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> SbuyS Tunics""]",TUNE9HBZVUYGFAG2
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> JaipurKurti Kurtis""]",KRTE9HRZUN7HYQHG
"[""Computers >> Laptop Accessories >> Batteries >> Hako Batteries""]","ACCDYDY6DPCHAN7Y, ACCDYDY6PBZGPYDT, ACCDYDY68JNBV4BZ"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Fab Rajasthan Kurtis""]",KRTE84EBG5SAXMJT
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Femella Tunics""]",TUNE6VK2GCBPBYFW
"[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]","WATDKB7JA52JZRRU, WATD9H76GH2CHZ48, WATD9XFGAJQGR4AQ, WATDAZPXK8FSPGB4, WATDKB7JW7USDVZ6, WATD9XFGSYPAUWG7, WATDG4KP445AV5XC, WATDEWZ9UMDYPWYC, WATDDXF3D4SGXCW8, WATD9H766HFJKMBM, WATD9H76YMYPCMCK, WATDDXF3B7QGT3MC, WATD9H76GF3QFV22, WATD9H76N5WQYVGJ, WATDG4KPSFPXYPSR, WATDEWZ9KHPSHESC, WATDEWZ9UHSEHGZG, WATDKB7JHUHHVMU9, WATD9H76H9EHPBUF"
"[""Watches >> Wrist Watches >> Nexus Wrist Watches""]","WATDXFGTKC3HBKWM, WATDXFGTUVJZYXRD, WATDXFGTFHHKPBNV, WATDXFGTMYAAZYW8, WATDXFGTEHGJXZBP, WATDXFGTHYZXYY4N, WATDXFGTREYMG4ZW, WATDXFGTP3FEMGEH, WATDXFGTBUZJVTZQ"
"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]","WATDG9F74GYWEH4U, WATDA5ZA5FQVGMHA, WATEAAV6RFAR78T4, WATDZ2ZQPXHZYQZJ, WATDZ2ZQE9C7GQVK, WATDA5ZANJ7UZ74Q, WATDFFH3PGFHHZH8, WATDA5ZAGNMGD5EJ, WATE6S3AZNHMPTJA, WATDG9F7TQKGHZHQ, WATE6S3AMDGT5PVG, WATDG9F7SDHKQNRJ, WATDZ2ZQK6VS9DB4, WATDNAUBP94U2VZE, WATDZ2ZQGWW4QGNK, WATE6NVSM2KFHF2R, WATDGDHYCPR2PPSK, WATDZ2ZQGEYGQCFX, WATDZ2ZQYNBVMVGD, WATDZ2ZQTPKQZEHG, WATDGFAQCFCVSJPA, WATDZ2ZQC7WH5JS2, WATDA5ZAG2DH6D2R, WATDG9F7KNFKTDCF, WATDZ2ZQNBEYZEWR, WATDZ2ZQGTENGJDH, WATDK2G2WM5XHF9S, WATDA5ZAXAP2VTGQ, WATDA5ZABPHZZV3Q, WATDZ2ZQHSAYJPWK, WATDA5ZAHQJNHKJV, WATDZ2ZQWKH2ERZ9, WATDP5VZZQPZSNZW, WATDZ2ZQQXGGKMP8, WATDWGAHMR6NHPWB, WATDZ2ZQGUATCWJT, WATDZ2ZQ8JPDHCTJ, WATDZ2ZQAFGKBF2Z, WATDGDHYHGDPZNCX, WATDQKYFVYKGPAKA, WATDA5ZAWCTQHAY4, WATDP98GNAWTNAEJ, WATDA5ZAYCZRQQXH, WATDWGAHRCPFYWGW, WATDBRSFAY6UKWMJ, WATDFFH3RVHGTBR3, WATDZ2ZQT4ZNRHPU, WATDWGAHG7AHMW6Y, WATDGFAQBJJV2TTK, WATDZ2ZQTQVJYHZ4, WATECFYFXUKZGCVF, WATDBRSF9CKTYBB7, WATE6S3AHZXW9GPK, WATDT6GFNJN4WGYD, WATE6NVSV5WVHAQX, WATDA5ZA3R73RZWC"
"[""Watches >> Wrist Watches >> Times Wrist Watches""]","WATE7H4UYKQP363Z, WATE8BTE8HHCAJPW, WATE54YZWYXR6Z7J, WATE9GY45FP9GKUB, WATE8H957FY57WCH, WATE8PB23WX4SNVG, WATE7VE2D62VEKW8, WATE8C5ZUTSGNEMF, WATE9GY4HKXC8Z5E, WATE7VEFGZW7M8UD, WATE8BTECCNFHG9Y, WATE8BTE58AGYHNX, WATE9GY44ZQHHFGP, WATE82VVWGASC4SZ, WATE8H95AJHGJWGY, WATE8PBFS9CWJYRP, WATE7F5JK2JFFHD5, WATE8BTEKQQGHJGV, WATE7VE24DXUPMAG, WATE8PBFJDAEDYFQ, WATE8PBFZKV5BYDZ, WATE63YU8EVHZRCQ, WATE7VE2MFQWBF4H"
"[""Computers >> Laptop Accessories >> Batteries >> RCE Batteries""]","ACCDXFFD7H52GCDD, ACCDXFFCBJ3CGRYF, ACCDXFFBYZTCAMRN, ACCDXFFC3VSUFGYC"
"[""Watches >> Wrist Watches >> Flippd Wrist Watches""]","WATE3HFNMGVTZEDS, WATE8E8PCQJAQNAP, WATE8E8PATYHTDMD, WATEYUZXGKHXNTXB, WATE8E8PCEJNWYCX, WATEYUZXGBYVBF24, WATE8E8PMU6ZRZGZ, WATEFWP4V5ZEHZZY, WATE3YHHPC4ZBWZ8, WATE3HFNNASZJQYH, WATEYUZXUHBBRZD6, WATE8E8PGC6SARZG, WATE8E8PFRKYYXQP, WATEYUZXN2DHGZ36, WATEYUZXWKUESAYZ, WATE3YHHFFCUGZFB"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Avya Kurtis""]",KRTEBZU5SCRHH4EQ
"[""Watches >> Wrist Watches >> Geonaute Wrist Watches""]",WATDNJVHHKXKVRGF
"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]","WATDSV3UUCTKQ4ZD, WATDSV3UMUNAXURA, WATE26J7MSP5GPSY, WATE4S5RSMUXXPNV, WATE3GEY6HAPQMCE, WATE26J7Z9MEZZKH, WATDZ5HGFJCH2FGY, WATDCUGXHXSUHBHX, WATDP5NHCGSBNZZY, WATE34FM4B65YDDE, WATDSV3UZED5XFHA, WATDYFQ559FZWRSQ, WATE4S5RZ8P5JZHZ, WATDHUKBGWGCHQQX, WATDUNJ7W7ZKGGJQ, WATE4S5RZY2TJUHP, WATDZ5HGDFYKXHYT, WATDYFQ5WF55NGQJ, WATDUNJ7AZ9RYTAF, WATEYY4X2SYPGHSX, WATE4S5RKYHT9W3Z, WATDHMQJ68MVBRFV, WATDJTR9BN4BB5AJ, WATDJTR9ADKGNP68, WATDZ5HGZZCZXDNC, WATDJTR93NB8HHQC, WATDVJNATRBF2C3W, WATDZ5HGRGZG4AFT, WATDNV3VGWQEVHJU, WATDSV3UHYZTAU58, WATD9H76RKGUUZHY, WATEYY4XDYZF4QDB, WATDP5NHXYENPWQW, WATEYY4XQ4GEP7HV, WATDJTR979TAXJJZ, WATE26J7ZMQDQGZN, WATDJTR9HJQGBGWG, WATDGNATHYWSGVE8, WATDZ5HGUUHWPYHC, WATDZ5HGXEYDHBWD, WATDZ5HGF5UXGZVG, WATDZ5HGMZ3FZ8ET, WATDJTR9HKKRXKTJ, WATDZ5HGWG5B5ZWM, WATDYFQ5664GGDGN, WATD9H76UXEZHVUF, WATDZ5HGJEQGGB6U, WATD9H76RG5FQT5Y, WATDUNJ7VGBH2HJ3, WATDTDZGVUUNFPYD, WATDGNATBZDSZHGX, WATE4S5RZZY6ZCSA, WATDZ5HGF7WGCFGH, WATE26J7AQZKRJPK, WATDP5NHENJGYYXF, WATDYFQ5UHW3SK4N, WATDUNJ7YKMGG9RZ, WATD9H76UHVYGDPA, WATD9H76QFGFQAHV, WATDHUKBNTNDRZ4Q, WATDUNJ7PGYUWDGQ, WATDZ5HGHXGGHBCX, WATDE9NFPB9TBVSK, WATE4S5RKVGMKTRQ, WATDZ5HGJGTPBEHB, WATE26J7DTHUYJN8, WATDZ5HGGUGHEZMH, WATDZ5HGPR2KZEQG, WATE26J74MGUBFFB, WATE26J747RNXYG7, WATDP753NMW4UDE7, WATDYFQ557AP8EVM"
"[""Watches >> Wrist Watches >> Timewel Wrist Watches""]","WATEFRA47HTP55E5, WATE4Q76DZRDK8AT, WATE2FAH5NM8VY5A, WATEYAP3GD6VYR5U, WATEY7SDM6TDEZCK, WATEFEYNXTFZGEHC, WATEY7SDNRGSEDEE, WATEYAP3UAQ2H5MM, WATEYAP32BAUMHMD, WATEYAP3ENSXBF7E, WATEYAP3JHSPPR9G, WATEYAP32CYSTUGF, WATE2FAHHP3FEYG6, WATECKYXXHUYCHQZ, WATEYAP38HHARJDT, WATEYAP3HZBXA4N5, WATEYAP36PGRZFU3, WATEYAP2ZFEV2JKG, WATE2FAHSMPK4TPR, WATEYAP3SPZUKHCP, WATEYAP3WGHZZ3FA, WATEYAP3FEPWZ8MH, WATEYAP32YHZRCMU, WATE2FAHEHGG5UD6, WATEYAP3B7Z2BSYV, WATEYAP3CZFYJJDQ, WATEFEYNFCM9JJER, WATE2FAGESM5B5VZ, WATEYAP3K2QQQWDH, WATEYAP3S3TD5EMR"
"[""Watches >> Wrist Watches >> Figo Fashion Wrist Watches""]","WATDSW7X8FTCNSHQ, WATDSW7XNVZSGF2U"
"[""Watches >> Wrist Watches >> SVM Wrist Watches""]","WATE7GP3JZMFEGZG, WATE8EGFYTPZYMBR, WATE86PH9NEZJWHK, WATEB3ZEPX4XYBHG"
"[""Watches >> Wrist Watches >> HMT Wrist Watches""]","WATDHHAS7U8XAFZJ, WATDYQ93DYDURETE, WATDYQ938HFU8M8J, WATECKRCSC8WGWG5, WATDZT4HFBZ7SXZE, WATDHHASRYSYZGQV, WATDYQ93UUZYVFQX, WATDZNSHJHDTS9GN, WATDHHASYQHYZH2H, WATDVGGHWZBHXYBS, WATDVGGHNSHKU4ED"
"[""Sports & Fitness >> Track & Field >> Pepup Track & Field""]",SDTEBPB9BP7FHFZV
"[""Watches >> Wrist Watches >> SF by Sonata Wrist Watches""]","WATDZ2ZQKHQKZGGT, WATDG9F723NCPXNU, WATDA5ZA3Z3UJJJQ"
"[""Watches >> Wrist Watches >> Global Nomad Wrist Watches""]","WATDZRZGCSSQ8RYS, WATDZRZGZAM7HDGV, WATE4CG2YBUS7SJQ"
"[""Clothing >> Women's Clothing >> Fusion Wear >> Shirts, Tops & Tunics >> Tunics >> Mustard Tunics""]","TUNEB73EWGGZHHTG, TUNEB42QZJVHMB9R, TUNEB42Q7WY4HRFN, TUNEB42QBZHYP57B, TUNEB73EGJWTPJ7V, TUNEB73EF5SSGWGS"
"[""Watches >> Wrist Watches >> Noise Wrist Watches""]","WATDJYPXSKYGWPXF, WATDJYPXTMY5X5ZW, WATDFFH3KJYBTYGG, WATDJYPXKHPPNGQK, WATDJYPXGCMMFZCX, WATDJYPXZMUSCBJN, WATDJYPXTT4DQARH, WATDFFH3DEZDAWPB, WATDJYPXHK7YPECY, WATDJYPXRGYP5XVT"
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Anekaant Tunics""]",TUNE8SFB6RJN2HSD
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Clodentity Tunics""]",TUNEARU7H4ZGXZKF
"[""Watches >> Wrist Watches >> Omax Wrist Watches""]","WATDZMBRXFZUUD2Z, WATDZMBRPYAYTP4G, WATDZMBRGZ4U7SQX"
"[""Watches >> Wrist Watches >> Lamex Wrist Watches""]","WATE3NWHWKVDFSDN, WATE3NWHWHGSECNQ, WATE3NWHSTPCDGRM, WATE3NWH5FZWAMDA"
"[""Watches >> Wrist Watches >> Gift Island Wrist Watches""]","WATE5HFYFWFCXEPT, WATE9GH8WRBSPWKJ, WATE5HFYUJV3QGWX, WATE5HFYHRG5HKQ2, WATE5HFYAAFVDZMJ, WATE5HFYCNY5Z8YK, WATE5HFYDB443B3C, WATE5HFYE4KECYVA, WATE9ZYZTKUEFFVG, WATE5HFYK4YWECKH, WATE5HFYXEJRCTHF, WATE5HFYHPFHRCHY, WATE9GH8QASP5G3U, WATE9ZYZRREUHQN4, WATE5HFYSH7YKZTM, WATE5HFY4MJX6CHD"
"[""Watches >> Wrist Watches >> Neo Classic Wrist Watches""]","WATDNA7SWQ4ECPVS, WATDN8YFDYTSWDFF, WATDNA7SJNHR6YB9, WATDNA7SYSHZJ9PA"
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Kaaryah Tunics""]","TUNE8XCD5NGNPDYJ, TUNE58HDNTMBK4VQ"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Viba London Kurtis""]",KRTECEGGYURK73ZK
"[""Watches >> Wrist Watches >> Stylisda Wrist Watches""]",WATE2HX6JQGRXSEA
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Klick Tunics""]",TUNEFKJFT6H4JTHG
"[""Watches >> Wrist Watches >> Jazma Wrist Watches""]",WATE7ZNJMHZDZDEW
"[""Watches >> Wrist Watches >> Petrol Wrist Watches""]","WATDTWRZKSXQCXDP, WATDPV5TUCGZ8JCN, WATEF3HQZ3KB7U4V, WATDPV5TSNWTZJWX, WATDTWRZQASCHSMK, WATEF3HQQCVQCJN7"
"[""Watches >> Wrist Watches >> Sir Time Wrist Watches""]","WATEFR35RSGBNGWW, WATDZDGRHWMT3DH8"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> FnMe Kurtis""]","KRTE5PEEG7YAGENZ, KRTE5RNER2AGFGCV, KRTE5V2GGGFXSMGR"
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> L'mode Tunics""]",TUNEA8UGGGDERAHT
"[""Clothing >> Women's Clothing >> Fusion Wear >> Shirts, Tops & Tunics >> Tunics >> 109F Tunics""]",TUNEAUVH8G8ZPGYC
"[""Watches >> Wrist Watches >> Only Kidz Wrist Watches""]","WATDWABR2QMHU2YK, WATD9H76VEZPMPCK, WATDWABRFCWT2DD3, WATDDAYYPCVYBPYE, WATD9H76JFET8VUK"
"[""Watches >> Wrist Watches >> Stol'n Wrist Watches""]",WATDUGUZABNT4RRT
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Hautewagon Kurtis""]","KRTE8FTB4MQ77HHZ, KRTE8BQ3PS5DHXTC, KRTE8E8NEFJMDNAS, KRTE92H8GPYRZHVD"
"[""Clothing >> Women's Clothing >> Fusion Wear >> Kurta Kurti >> Kurti >> Hautewagon Kurti""]","KRTE9JEY64DMCQMC, KRTE9JEY2HZZN9YW, KRTE9JEZ28H4ZWM4, KRTE9JEYFG5UVPG3"
"[""Clothing >> Women's Clothing >> Ethnic Wear >> Kurtas & Kurtis >> Kurtis >> Lineysha Boutique Kurtis""]",KRTE6TC8JFHYB6GH
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Latin Quarters Tunics""]",TUNE8FWQBS7TVVT7
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Delfe Tunics""]",TUNE8X8ZCJX3CJ7K
"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> GoodwillImpex Tunics""]",TUNE8X8ZQ6RFD8JK
